id,marca,modelo,ano,quilometragem,ultimo_reparo,qntd_reparos,cambio
1482,Mercedes-Benz,GLE,2022,239933,2024-08-03,8,Automático
1483,Toyota,Land Cruiser,2017,224798,2024-08-28,7,Automático
1484,Renault,Zoe,2022,56056,2024-09-02,5,Manual
1485,Honda,WR-V,2010,266929,2024-08-25,9,Automático
1486,Hyundai,Tucson,2017,131873,2024-09-08,4,Automático
1487,Toyota,Yaris,2019,189429,2024-08-03,7,Automático
1488,BMW,Z4,2013,101410,2024-08-12,3,Automático
1489,BMW,530i,2009,222901,2024-08-18,15,Manual
1490,Ford,Fiesta,2020,17454,2024-08-23,2,Manual
1491,Mitsubishi,ASX,2016,206266,2024-09-08,7,Automático
1492,Honda,HR-V,2018,210683,2024-08-09,7,Automático
1493,Nissan,Versa,2010,138208,2024-09-04,9,Manual
1494,Nissan,Navara,2020,282588,2024-08-31,9,Automático
1495,Fiat,Strada,2012,275979,2024-09-07,11,Automático
1496,Honda,Fit,2019,295099,2024-09-06,28,Manual
1497,BMW,X5,2011,234010,2024-09-03,22,Manual
1498,BMW,118i,2012,223803,2024-08-31,16,Manual
1499,Nissan,370Z,2011,163789,2024-07-27,6,Automático
1500,Subaru,Crosstrek,2008,51138,2024-06-26,2,Automático
1501,Honda,Insight,2013,181652,2024-08-23,6,Automático
1502,Ford,Edge,2021,131077,2024-08-24,4,Automático
1503,Ford,F-150,2011,216645,2024-07-31,7,Automático
1504,BMW,740i,2008,69581,2024-07-23,5,Manual
1505,Mercedes-Benz,G-Class,2021,227920,2024-09-04,20,Manual
1506,Peugeot,208,2012,115469,2024-09-02,9,Manual
1507,Jeep,Patriot,2012,140251,2024-08-31,4,Automático
1508,Toyota,RAV4,2015,236713,2024-09-08,8,Automático
1509,Hyundai,Santa Fe,2012,51095,2024-07-16,5,Manual
1510,Hyundai,Veloster,2022,75746,2024-08-26,2,Automático
1511,Chevrolet,Cobalt,2022,214528,2024-08-28,20,Manual
1512,Mitsubishi,ASX,2018,258644,2024-09-07,24,Manual
1513,Fiat,Tipo,2022,83407,2024-08-17,6,Manual
1514,Kia,Cerato,2023,25611,2024-03-22,1,Automático
1515,Subaru,Forester,2010,207339,2024-08-31,16,Manual
1516,Ford,Fiesta,2018,272966,2024-08-23,10,Automático
1517,Mitsubishi,Galant,2014,198130,2024-08-20,16,Manual
1518,Chevrolet,Trailblazer,2008,180956,2024-08-30,13,Manual
1519,Mitsubishi,Pajero,2020,296054,2024-09-06,29,Manual
1520,Chevrolet,Spin,2014,185183,2024-08-16,14,Manual
1521,Volkswagen,Arteon,2023,85497,2024-07-31,3,Automático
1522,Mercedes-Benz,G-Class,2021,148835,2024-08-27,12,Manual
1523,Mitsubishi,Lancer,2009,280903,2024-09-04,10,Automático
1524,BMW,i3,2015,281742,2024-08-22,19,Manual
1525,Fiat,Strada,2013,141381,2024-08-04,9,Manual
1526,Peugeot,208,2011,108930,2024-08-04,3,Automático
1527,Ford,EcoSport,2009,285698,2024-09-01,11,Automático
1528,Jeep,Grand Cherokee,2020,293619,2024-08-17,10,Automático
1529,Volkswagen,T-Cross,2007,117271,2024-07-04,4,Automático
1530,Mercedes-Benz,A-Class,2020,119306,2024-09-06,11,Manual
1531,Renault,Logan,2014,250642,2024-09-08,24,Manual
1532,Fiat,Toro,2020,141635,2024-07-31,4,Automático
1533,Chevrolet,S10,2007,25109,2024-04-27,1,Manual
1534,Honda,Fit,2014,232871,2024-08-28,8,Automático
1535,Fiat,Fiorino,2020,223975,2024-08-27,16,Manual
1536,Fiat,Tipo,2014,123561,2024-08-14,4,Automático
1537,BMW,M3,2021,128982,2024-09-04,11,Manual
1538,Chevrolet,Trailblazer,2022,261768,2024-09-04,8,Automático
1539,Jeep,Gladiator,2017,53905,2024-08-07,2,Automático
1540,Renault,Mégane,2009,73455,2024-09-05,2,Automático
1541,Chevrolet,Sonic,2009,96277,2024-09-01,3,Automático
1542,Kia,Picanto,2016,276205,2024-09-08,22,Manual
1543,Mitsubishi,Montero,2017,196575,2024-08-22,17,Manual
1544,Subaru,Impreza,2020,244496,2024-08-12,8,Automático
1545,Subaru,XV,2007,243174,2024-08-16,8,Automático
1546,Chevrolet,Spin,2014,234626,2024-08-31,9,Automático
1547,Ford,EcoSport,2019,92198,2024-08-30,3,Automático
1548,Mitsubishi,Eclipse Cross,2016,19033,2024-05-29,2,Manual
1549,Toyota,Corolla,2009,61925,2024-07-22,5,Manual
1550,Jeep,Commander,2010,180612,2024-08-19,15,Manual
1551,Kia,Sorento,2012,92144,2024-06-15,3,Automático
1552,Kia,Optima,2018,22307,2024-08-02,1,Manual
1553,Mitsubishi,Lancer,2009,299689,2024-09-08,28,Manual
1554,Kia,Niro,2016,87408,2024-07-23,6,Manual
1555,Toyota,RAV4,2010,198635,2024-08-11,7,Automático
1556,Mitsubishi,Pajero,2021,35211,2024-08-15,2,Manual
1557,Honda,CR-V,2009,129912,2024-07-19,4,Automático
1558,Mitsubishi,Pajero,2009,65992,2024-07-31,6,Manual
1559,Subaru,Ascent,2009,293644,2024-08-30,21,Manual
1560,Hyundai,Creta,2013,80899,2024-08-26,2,Automático
1561,Toyota,Fortuner,2013,25873,2024-05-12,2,Manual
1562,Hyundai,Creta,2016,32034,2024-04-05,1,Automático
1563,Honda,Civic,2007,92010,2024-08-06,8,Manual
1564,Peugeot,Partner,2017,229565,2024-09-05,16,Manual
1565,Hyundai,Azera,2008,198254,2024-08-10,7,Automático
1566,BMW,X3,2022,278528,2024-09-04,20,Manual
1567,Jeep,Compass,2021,55810,2024-05-12,2,Automático
1568,Chevrolet,Spin,2018,66678,2024-07-10,2,Automático
1569,Subaru,Ascent,2008,72404,2024-07-26,7,Manual
1570,Volkswagen,Jetta,2007,152405,2024-08-27,11,Manual
1571,Jeep,Liberty,2011,143126,2024-08-13,9,Manual
1572,Fiat,Bravo,2015,162317,2024-08-22,11,Manual
1573,Fiat,Argo,2011,285033,2024-09-03,24,Manual
1574,Mitsubishi,Mirage,2008,276449,2024-09-05,11,Automático
1575,Hyundai,HB20,2008,233677,2024-08-26,21,Manual
1576,Kia,Seltos,2011,215041,2024-09-05,20,Manual
1577,Hyundai,i30,2011,297969,2024-09-03,23,Manual
1578,Mitsubishi,Lancer,2016,82589,2024-08-30,7,Manual
1579,Chevrolet,Sonic,2018,271154,2024-09-06,10,Automático
1580,Subaru,Ascent,2018,150384,2024-08-27,15,Manual
1581,Volkswagen,Arteon,2013,86457,2024-08-16,2,Automático
1582,Renault,Duster,2008,216580,2024-08-21,18,Manual
1583,Honda,Odyssey,2012,180184,2024-08-06,7,Automático
1584,Subaru,Ascent,2022,226198,2024-08-11,9,Automático
1585,BMW,X3,2023,50870,2024-07-19,5,Manual
1586,Subaru,XV,2007,234061,2024-08-23,9,Automático
1587,Mitsubishi,Mirage,2010,81067,2024-06-07,2,Automático
1588,Ford,Focus,2013,128718,2024-08-31,11,Manual
1589,Hyundai,Veloster,2007,208108,2024-08-02,8,Automático
1590,Mitsubishi,Outlander Sport,2009,228156,2024-08-23,9,Automático
1591,Kia,Cerato,2010,223992,2024-08-21,18,Manual
1592,Kia,Optima,2020,145067,2024-08-17,14,Manual
1593,Nissan,Altima,2014,61950,2024-08-04,4,Manual
1594,Peugeot,508,2010,8947,2024-08-30,1,Automático
1595,Subaru,Crosstrek,2016,244807,2024-09-08,23,Manual
1596,Toyota,Fortuner,2013,70523,2024-09-03,2,Automático
1597,Fiat,Toro,2014,236844,2024-08-25,19,Manual
1598,Hyundai,Elantra,2009,103848,2024-07-31,7,Manual
1599,Hyundai,Veloster,2007,120288,2024-08-26,8,Manual
1600,Subaru,Outback,2021,54672,2024-07-14,3,Manual
1601,Mercedes-Benz,GLE,2008,259668,2024-09-06,9,Automático
1602,Mitsubishi,Outlander Sport,2011,39689,2024-09-02,2,Manual
1603,BMW,i3,2014,78905,2024-08-26,6,Manual
1604,Toyota,RAV4,2011,222927,2024-08-16,7,Automático
1605,Hyundai,Creta,2023,8150,2024-04-26,1,Manual
1606,Mitsubishi,Galant,2014,11929,2024-06-18,2,Manual
1607,Ford,Fusion,2015,276173,2024-08-09,10,Automático
1608,Renault,Kwid,2016,142071,2024-08-18,5,Automático
1609,Fiat,Tipo,2023,249850,2024-08-24,8,Automático
1610,Volkswagen,Jetta,2021,188854,2024-07-22,6,Automático
1611,Toyota,Hilux,2021,54298,2024-07-16,3,Manual
1612,Volkswagen,Amarok,2009,211211,2024-08-18,15,Manual
1613,Toyota,Camry,2020,99223,2024-07-29,7,Manual
1614,Hyundai,Elantra,2009,249507,2024-08-03,8,Automático
1615,Subaru,Legacy,2010,168352,2024-08-23,12,Manual
1616,Mitsubishi,Lancer,2010,118595,2024-08-05,7,Manual
1617,BMW,320i,2020,106689,2024-07-23,3,Automático
1618,Toyota,Fortuner,2011,89369,2024-07-12,2,Automático
1619,Jeep,Grand Cherokee,2008,37765,2024-07-13,1,Automático
1620,Kia,Sorento,2010,197449,2024-09-03,6,Automático
1621,BMW,118i,2018,244476,2024-09-07,20,Manual
1622,BMW,X3,2014,116748,2024-08-28,4,Automático
1623,Renault,Mégane,2015,201664,2024-08-18,8,Automático
1624,Mercedes-Benz,GLE,2021,253371,2024-08-26,18,Manual
1625,Hyundai,Santa Fe,2023,178739,2024-08-05,5,Automático
1626,Volkswagen,Arteon,2008,150843,2024-08-20,15,Manual
1627,Jeep,Grand Cherokee,2007,82879,2024-08-10,7,Manual
1628,Hyundai,Tucson,2022,260460,2024-09-06,20,Manual
1629,Hyundai,Tucson,2015,110988,2024-09-01,4,Automático
1630,Ford,Kuga,2019,129112,2024-08-14,10,Manual
1631,Toyota,Vios,2021,136027,2024-08-25,12,Manual
1632,Mitsubishi,Outlander Sport,2017,258624,2024-08-24,19,Manual
1633,Fiat,Mobi,2017,269659,2024-09-05,25,Manual
1634,Jeep,Liberty,2019,31968,2024-04-09,1,Automático
1635,Peugeot,508,2013,235671,2024-08-24,9,Automático
1636,Chevrolet,Cobalt,2010,279907,2024-08-20,9,Automático
1637,Chevrolet,S10,2023,205348,2024-07-30,6,Automático
1638,Jeep,Patriot,2007,83068,2024-06-15,2,Automático
1639,Hyundai,Veloster,2019,42294,2024-04-03,1,Automático
1640,Kia,Carnival,2011,102935,2024-09-05,3,Automático
1641,Ford,F-150,2013,275560,2024-08-12,11,Automático
1642,Mercedes-Benz,GLA,2007,29885,2024-05-30,1,Automático
1643,Hyundai,Sonata,2009,127660,2024-08-06,5,Automático
1644,Nissan,Versa,2021,57813,2024-08-21,4,Manual
1645,Renault,Clio,2013,27069,2024-06-19,1,Manual
1646,Toyota,Camry,2020,210680,2024-08-27,8,Automático
1647,Ford,Fusion,2008,111642,2024-09-04,8,Manual
1648,Ford,Fiesta,2013,147020,2024-09-08,11,Manual
1649,Jeep,Cherokee,2008,295532,2024-08-31,25,Manual
1650,Subaru,Legacy,2016,90886,2024-08-15,7,Manual
1651,Hyundai,HB20,2011,197985,2024-07-29,6,Automático
1652,Honda,CR-V,2023,54076,2024-03-17,1,Automático
1653,Mitsubishi,Outlander Sport,2023,106254,2024-07-31,3,Automático
1654,Toyota,Corolla,2020,149783,2024-08-24,10,Manual
1655,Peugeot,301,2007,144754,2024-09-08,14,Manual
1656,Honda,Civic,2020,181622,2024-08-21,13,Manual
1657,BMW,Z4,2019,238918,2024-09-04,15,Manual
1658,Nissan,March,2015,156227,2024-07-23,6,Automático
1659,Honda,Fit,2020,199395,2024-08-20,15,Manual
1660,Mitsubishi,Montero,2011,75311,2024-08-19,2,Automático
1661,Nissan,Altima,2018,288854,2024-08-25,21,Manual
1662,Fiat,Tipo,2011,31120,2024-08-11,3,Manual
1663,Jeep,Grand Cherokee,2013,122865,2024-08-24,4,Automático
1664,Volkswagen,Up!,2014,74989,2024-08-08,4,Manual
1665,Renault,Logan,2017,83632,2024-08-06,2,Automático
1666,Mitsubishi,Galant,2020,163705,2024-08-19,5,Automático
1667,Subaru,Crosstrek,2021,41623,2024-08-30,2,Manual
1668,Ford,Edge,2022,126577,2024-08-17,12,Manual
1669,Jeep,Cherokee,2017,31814,2024-04-25,1,Automático
1670,Kia,Optima,2021,22021,2024-05-20,1,Automático
1671,Mercedes-Benz,GLE,2016,91073,2024-09-02,7,Manual
1672,Mitsubishi,Lancer,2013,279327,2024-08-28,9,Automático
1673,Honda,HR-V,2016,254568,2024-09-04,9,Automático
1674,Volkswagen,Jetta,2008,231729,2024-08-09,8,Automático
1675,Subaru,Forester,2020,60115,2024-08-11,2,Automático
1676,Renault,Kangoo,2011,227819,2024-08-29,20,Manual
1677,Toyota,Corolla,2020,153549,2024-09-08,14,Manual
1678,Mercedes-Benz,GLC,2021,235885,2024-09-01,15,Manual
1679,Renault,Logan,2022,177880,2024-09-06,12,Manual
1680,Jeep,Cherokee Trailhawk,2022,42026,2024-09-06,3,Manual
1681,Mercedes-Benz,C-Class,2022,88292,2024-06-22,2,Automático
1682,Nissan,Versa,2023,84864,2024-07-23,6,Manual
1683,Volkswagen,Jetta,2012,132695,2024-08-12,9,Manual
1684,Mercedes-Benz,GLC,2013,182489,2024-08-16,7,Automático
1685,Volkswagen,Passat,2007,62948,2024-07-24,2,Automático
1686,BMW,M3,2013,190705,2024-08-11,7,Automático
1687,Toyota,Hilux,2023,109507,2024-08-08,8,Manual
1688,Honda,City,2008,168997,2024-08-22,15,Manual
1689,Peugeot,5008,2007,26568,2024-07-04,1,Manual
1690,Mercedes-Benz,C-Class,2011,155922,2024-08-27,5,Automático
1691,Hyundai,Veloster,2017,226926,2024-08-01,8,Automático
1692,Honda,City,2011,180321,2024-09-01,7,Automático
1693,Mercedes-Benz,GLC,2016,138570,2024-07-20,4,Automático
1694,Peugeot,2008,2012,121804,2024-08-20,12,Manual
1695,Mitsubishi,Eclipse Cross,2019,82083,2024-08-25,8,Manual
1696,Chevrolet,Spin,2012,280675,2024-08-25,19,Manual
1697,BMW,118i,2013,73857,2024-08-19,2,Automático
1698,Volkswagen,Amarok,2011,276916,2024-08-27,21,Manual
1699,Mitsubishi,Mirage,2012,25850,2024-05-26,2,Manual
1700,Subaru,WRX,2023,284077,2024-08-31,28,Manual
1701,Hyundai,Sonata,2017,150364,2024-08-11,5,Automático
1702,Honda,CR-V,2016,116480,2024-08-21,8,Manual
1703,Volkswagen,Touareg,2011,92007,2024-09-03,7,Manual
1704,Subaru,Impreza,2008,120333,2024-09-02,10,Manual
1705,Chevrolet,S10,2021,250865,2024-09-01,10,Automático
1706,Peugeot,301,2023,204198,2024-08-23,18,Manual
1707,Hyundai,Creta,2021,216422,2024-08-08,7,Automático
1708,Jeep,Cherokee,2007,179785,2024-08-03,5,Automático
1709,Peugeot,Partner,2017,105101,2024-08-09,10,Manual
1710,Peugeot,308,2013,193863,2024-07-25,6,Automático
1711,Honda,CR-V,2007,240718,2024-08-05,9,Automático
1712,Hyundai,HB20,2023,271383,2024-09-04,23,Manual
1713,Hyundai,Creta,2011,46626,2024-07-26,1,Automático
1714,Jeep,Patriot,2016,200988,2024-08-28,18,Manual
1715,Ford,Explorer,2013,255713,2024-08-30,21,Manual
1716,Peugeot,Expert,2023,85138,2024-06-25,3,Automático
1717,Mercedes-Benz,GLE,2007,148274,2024-08-19,12,Manual
1718,Chevrolet,Tracker,2012,159703,2024-07-29,6,Automático
1719,Mitsubishi,L200,2020,64049,2024-07-15,5,Manual
1720,Renault,Clio,2012,38792,2024-08-30,2,Manual
1721,Toyota,Hilux,2015,266697,2024-09-03,8,Automático
1722,Nissan,Titan,2010,274689,2024-08-23,10,Automático
1723,Fiat,Bravo,2016,197332,2024-08-09,7,Automático
1724,Hyundai,Santa Fe,2022,111628,2024-07-28,7,Manual
1725,Peugeot,3008,2014,15021,2024-07-20,1,Automático
1726,Renault,Sandero,2009,111721,2024-08-01,8,Manual
1727,Nissan,Frontier,2018,275708,2024-08-27,23,Manual
1728,Nissan,370Z,2009,17670,2024-08-19,1,Manual
1729,Volkswagen,Virtus,2014,260046,2024-09-05,26,Manual
1730,Renault,Talisman,2009,153111,2024-08-22,13,Manual
1731,Nissan,March,2017,174704,2024-08-02,6,Automático
1732,Chevrolet,S10,2020,56743,2024-08-29,5,Manual
1733,Fiat,Strada,2009,237187,2024-09-03,9,Automático
1734,Jeep,Commander,2016,296888,2024-08-07,10,Automático
1735,Mitsubishi,Pajero,2016,18318,2024-05-30,2,Manual
1736,Toyota,Etios,2016,140363,2024-08-22,5,Automático
1737,Honda,Pilot,2020,216482,2024-08-08,7,Automático
1738,Jeep,Grand Cherokee,2012,261853,2024-08-29,8,Automático
1739,BMW,740i,2013,76424,2024-06-28,3,Automático
1740,Peugeot,308,2011,34351,2024-06-18,1,Automático
1741,Chevrolet,Prisma,2023,17568,2024-08-05,1,Automático
1742,Peugeot,2008,2011,51615,2024-07-21,5,Manual
1743,Subaru,Forester,2019,129360,2024-08-05,9,Manual
1744,Honda,Pilot,2020,240043,2024-09-07,23,Manual
1745,BMW,X1,2019,204161,2024-08-22,18,Manual
1746,Subaru,XV,2021,165160,2024-08-13,6,Automático
1747,Toyota,RAV4,2022,8977,2024-04-25,1,Manual
1748,BMW,X5,2007,136459,2024-08-16,12,Manual
1749,Nissan,Titan,2022,110213,2024-08-23,11,Manual
1750,Renault,Duster,2017,268693,2024-08-22,8,Automático
1751,BMW,X1,2016,170337,2024-08-31,15,Manual
1752,Renault,Captur,2010,130776,2024-07-25,4,Automático
1753,Toyota,Yaris,2021,127801,2024-07-11,5,Automático
1754,Mercedes-Benz,S-Class,2013,153223,2024-09-01,6,Automático
1755,Renault,Mégane,2010,246908,2024-08-31,23,Manual
1756,BMW,530i,2008,164671,2024-08-15,11,Manual
1757,Subaru,Impreza,2010,207362,2024-09-08,18,Manual
1758,Honda,WR-V,2008,195934,2024-09-08,6,Automático
1759,Nissan,Altima,2022,194465,2024-09-04,14,Manual
1760,Honda,WR-V,2008,60849,2024-07-21,2,Automático
1761,Nissan,Altima,2019,68099,2024-08-11,2,Automático
1762,Jeep,Wrangler,2016,140616,2024-08-24,5,Automático
1763,Chevrolet,Trailblazer,2012,112149,2024-07-27,3,Automático
1764,Subaru,Outback,2018,90284,2024-06-23,3,Automático
1765,Ford,Fusion,2012,40368,2024-04-29,1,Automático
1766,Chevrolet,Tracker,2008,11004,2024-04-24,1,Automático
1767,Toyota,Yaris,2023,55025,2024-09-04,4,Manual
1768,Chevrolet,Onix,2021,34258,2024-06-15,1,Automático
1769,Peugeot,Partner,2013,225491,2024-08-30,15,Manual
1770,BMW,X3,2015,155184,2024-08-22,14,Manual
1771,Renault,Kangoo,2015,149883,2024-08-16,5,Automático
1772,Fiat,Tipo,2007,102711,2024-08-15,10,Manual
1773,Honda,Pilot,2009,68168,2024-06-17,2,Automático
1774,Honda,City,2016,246016,2024-08-31,24,Manual
1775,Nissan,370Z,2009,136628,2024-08-02,5,Automático
1776,Subaru,Legacy,2019,173595,2024-08-10,5,Automático
1777,Toyota,Corolla,2012,96010,2024-08-10,7,Manual
1778,Ford,Focus,2021,232468,2024-08-07,8,Automático
1779,Nissan,Frontier,2008,297729,2024-09-01,19,Manual
1780,BMW,Z4,2016,254726,2024-08-07,8,Automático
1781,Volkswagen,Virtus,2014,119046,2024-06-27,3,Automático
1782,Ford,F-150,2016,293768,2024-08-11,11,Automático
1783,Ford,Ranger,2007,129486,2024-07-05,4,Automático
1784,Nissan,Titan,2013,223168,2024-08-31,14,Manual
1785,Jeep,Wrangler,2009,125097,2024-07-14,4,Automático
1786,Fiat,Doblò,2019,214765,2024-09-02,17,Manual
1787,Subaru,Legacy,2013,219826,2024-08-02,8,Automático
1788,Ford,Ranger,2018,189643,2024-08-25,14,Manual
1789,Toyota,Land Cruiser,2017,217327,2024-09-02,8,Automático
1790,Hyundai,Creta,2019,204416,2024-08-18,13,Manual
1791,Chevrolet,Spin,2015,118041,2024-07-23,3,Automático
1792,Fiat,Mobi,2010,24388,2024-04-27,1,Automático
1793,Renault,Zoe,2013,259479,2024-08-29,10,Automático
1794,Subaru,Impreza,2014,98225,2024-08-24,8,Manual
1795,Subaru,Forester,2011,206418,2024-09-04,18,Manual
1796,Ford,Explorer,2018,146360,2024-08-23,14,Manual
1797,Toyota,Hilux,2016,76634,2024-08-15,2,Automático
1798,Renault,Kwid,2010,234868,2024-09-08,9,Automático
1799,Honda,Insight,2007,156712,2024-08-04,5,Automático
1800,Mercedes-Benz,SLC,2013,190024,2024-09-01,19,Manual
1801,Peugeot,Partner,2010,170526,2024-08-02,5,Automático
1802,Hyundai,HB20,2013,94623,2024-08-02,8,Manual
1803,Fiat,Toro,2008,106266,2024-08-02,4,Automático
1804,Ford,Kuga,2007,173035,2024-08-16,5,Automático
1805,BMW,Z4,2023,187497,2024-08-26,14,Manual
1806,Nissan,March,2007,71110,2024-07-19,4,Manual
1807,Volkswagen,Gol,2022,291990,2024-08-20,9,Automático
1808,Mercedes-Benz,GLA,2016,267158,2024-09-01,23,Manual
1809,Hyundai,Sonata,2019,157040,2024-08-23,10,Manual
1810,Toyota,Camry,2019,165449,2024-07-12,5,Automático
1811,Kia,Sorento,2009,143940,2024-08-01,4,Automático
1812,Nissan,X-Trail,2015,57701,2024-03-17,1,Automático
1813,Subaru,Crosstrek,2007,231063,2024-08-28,7,Automático
1814,BMW,X3,2007,17264,2024-05-31,1,Automático
1815,Toyota,Fortuner,2008,106904,2024-08-10,7,Manual
1816,Peugeot,3008,2009,215377,2024-08-29,16,Manual
1817,Jeep,Compass,2018,140043,2024-08-14,12,Manual
1818,Toyota,Etios,2020,165932,2024-08-10,6,Automático
1819,Kia,Soul,2015,151813,2024-08-22,14,Manual
1820,Toyota,Camry,2018,211110,2024-08-08,7,Automático
1821,Ford,Kuga,2007,290784,2024-09-01,21,Manual
1822,Renault,Captur,2020,66080,2024-09-01,2,Automático
1823,Chevrolet,Cobalt,2019,280379,2024-09-06,11,Automático
1824,BMW,530i,2015,124933,2024-08-23,12,Manual
1825,Kia,Soul,2019,180981,2024-08-22,14,Manual
1826,Volkswagen,Polo,2017,59482,2024-07-31,2,Automático
1827,Nissan,Rogue,2022,273480,2024-09-07,10,Automático
1828,Jeep,Wrangler,2022,142204,2024-08-18,11,Manual
1829,Fiat,Tipo,2020,52490,2024-07-17,5,Manual
1830,Hyundai,Veloster,2009,27678,2024-08-01,1,Manual
1831,Kia,Cerato,2018,280123,2024-09-01,22,Manual
1832,Nissan,March,2013,112453,2024-08-15,10,Manual
1833,Peugeot,208,2020,42697,2024-08-17,3,Manual
1834,Chevrolet,S10,2019,230302,2024-08-26,9,Automático
1835,Mitsubishi,Lancer,2020,102746,2024-06-14,3,Automático
1836,Kia,Optima,2013,168092,2024-08-13,6,Automático
1837,Toyota,Vios,2008,262544,2024-09-02,21,Manual
1838,Mitsubishi,Galant,2007,220381,2024-08-28,18,Manual
1839,Fiat,Mobi,2020,217855,2024-08-30,17,Manual
1840,Kia,Sorento,2015,91131,2024-08-16,8,Manual
1841,BMW,530i,2007,26560,2024-03-30,1,Automático
1842,Jeep,Gladiator,2010,203019,2024-08-20,6,Automático
1843,Fiat,Tipo,2015,194112,2024-09-01,19,Manual
1844,Renault,Logan,2014,162724,2024-09-01,11,Manual
1845,Renault,Mégane,2015,66790,2024-07-20,6,Manual
1846,Peugeot,Boxer,2022,97747,2024-08-06,6,Manual
1847,Honda,HR-V,2017,185290,2024-08-21,13,Manual
1848,Honda,WR-V,2018,119547,2024-08-17,3,Automático
1849,Kia,Niro,2019,184247,2024-08-23,17,Manual
1850,Chevrolet,Cobalt,2011,28005,2024-04-24,1,Manual
1851,Mercedes-Benz,A-Class,2021,298919,2024-09-04,9,Automático
1852,Hyundai,Creta,2021,53036,2024-07-01,3,Manual
1853,Nissan,Frontier,2010,99077,2024-07-24,6,Manual
1854,Toyota,Fortuner,2007,215617,2024-08-18,7,Automático
1855,Renault,Logan,2017,207334,2024-07-31,6,Automático
1856,Chevrolet,Trailblazer,2023,152490,2024-09-01,11,Manual
1857,Jeep,Gladiator,2012,192237,2024-08-16,7,Automático
1858,BMW,X3,2012,238400,2024-08-08,9,Automático
1859,Nissan,370Z,2009,196205,2024-07-28,7,Automático
1860,BMW,530i,2017,116334,2024-07-15,3,Automático
1861,Mitsubishi,Outlander,2021,281042,2024-09-05,20,Manual
1862,Toyota,RAV4,2023,82440,2024-08-24,8,Manual
1863,Chevrolet,S10,2012,253583,2024-09-06,24,Manual
1864,Nissan,X-Trail,2011,115317,2024-08-23,10,Manual
1865,Peugeot,Expert,2012,258944,2024-08-25,19,Manual
1866,Jeep,Liberty,2023,28981,2024-06-24,1,Automático
1867,Peugeot,508,2013,110030,2024-08-28,10,Manual
1868,Kia,Seltos,2008,43795,2024-06-17,1,Automático
1869,Chevrolet,Camaro,2007,281245,2024-09-02,22,Manual
1870,Chevrolet,Prisma,2011,138194,2024-08-26,10,Manual
1871,Hyundai,Creta,2008,277456,2024-08-27,9,Automático
1872,Toyota,Corolla,2015,203956,2024-08-27,16,Manual
1873,Nissan,March,2018,61125,2024-05-17,2,Automático
1874,Subaru,WRX,2019,165088,2024-07-22,6,Automático
1875,Renault,Talisman,2021,29283,2024-08-14,2,Manual
1876,Jeep,Patriot,2013,195617,2024-08-27,16,Manual
1877,Chevrolet,Prisma,2017,172534,2024-08-30,12,Manual
1878,Volkswagen,Up!,2009,20628,2024-06-01,1,Automático
1879,Renault,Clio,2009,93872,2024-08-24,3,Automático
1880,Hyundai,i30,2012,87447,2024-08-10,6,Manual
1881,Nissan,Kicks,2007,123263,2024-08-06,9,Manual
1882,Hyundai,Azera,2017,119243,2024-08-14,4,Automático
1883,Jeep,Gladiator,2018,204533,2024-08-18,6,Automático
1884,Nissan,Rogue,2023,209000,2024-09-06,8,Automático
1885,Nissan,Versa,2017,184207,2024-08-24,7,Automático
1886,Renault,Sandero,2015,249596,2024-09-08,8,Automático
1887,Subaru,Outback,2010,242688,2024-08-30,24,Manual
